Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776191246,5000,,Aggregated,1123.000000,1123.000000,1600,1800,1900,1900,2200,2400,2800,6900,154000,176000,179000,195763,195763,1600,2376.7181886530852,99.07419699993625,178946.0588260008,223.04547335298295
1776191248,5000,,Aggregated,1106.200000,1106.200000,1600,1800,1900,1900,2200,2400,2800,6900,156000,179000,180000,197673,197673,1600,2388.0900930164107,99.07419699993625,180395.98992500032,222.7841485685956
1776191249,5000,,Aggregated,1077.500000,1077.500000,1600,1800,1900,2000,2200,2400,2800,6900,157000,180000,182000,198827,198827,1600,2397.3472269788444,99.07419699993625,181579.22228899953,222.5386592364216
1776191254,5000,,Aggregated,1119.400000,1119.400000,1600,1800,1900,2000,2200,2500,2800,6800,157000,182000,183000,200863,200863,1600,2403.930863123755,99.07419699993625,183348.47832800006,222.35618804857043
1776191255,5000,,Aggregated,931.200000,931.200000,1600,1800,1900,2000,2200,2500,2800,6600,159000,182000,185000,202413,202413,1600,2409.1295597142666,99.07419699993625,184525.7967439993,221.9996788743806
1776191257,5000,,Aggregated,774.500000,774.500000,1600,1800,1900,2000,2300,2500,2800,6400,159000,183000,186000,203869,203869,1600,2412.2939478658786,99.07419699993625,185953.97107200004,221.6769003624877
1776191259,5000,,Aggregated,795.200000,795.200000,1600,1800,1900,2000,2300,2500,2800,6400,161000,186000,187000,206459,206459,1600,2426.0608605846714,99.07419699993625,187019.19472200098,221.4526758339428
1776191260,5000,,Aggregated,803.200000,803.300000,1600,1800,1900,2000,2300,2500,2800,6400,163000,187000,189000,207862,207862,1600,2434.9571544161145,99.07419699993625,188592.57900199917,221.57226429073134
1776191262,5000,,Aggregated,787.800000,787.800000,1600,1800,1900,2000,2300,2500,2800,6300,163000,189000,191000,209554,209554,1600,2443.874891343094,99.07419699993625,191095.8002389998,221.29672065434207
1776191263,5000,,Aggregated,787.100000,787.100000,1600,1800,1900,2000,2300,2600,2800,6200,164000,190000,192000,211531,211531,1600,2451.5730321738715,99.07419699993625,191503.2292849992,221.04874462844688
1776191265,5000,,Aggregated,875.500000,875.500000,1600,1800,1900,2000,2300,2600,2800,6200,166000,191000,194000,212847,212847,1600,2461.4917301556297,99.07419699993625,193739.29849299928,220.88697045295447
1776191266,5000,,Aggregated,1066.800000,1066.800000,1600,1800,1900,2000,2300,2600,2800,6100,167000,193000,194000,215022,215022,1600,2468.051082795106,99.07419699993625,194450.90773500124,220.69357554110744
1776191268,5000,,Aggregated,1086.800000,1086.800000,1600,1800,1900,2000,2300,2600,2800,6100,168000,194000,196000,216721,216721,1600,2476.861552528699,99.07419699993625,196232.14899699995,220.43210856354483
1776191270,5000,,Aggregated,1001.100000,1001.100000,1600,1800,1900,2000,2400,2600,2800,6100,170000,196000,198000,218153,218153,1600,2487.4813037078065,99.07419699993625,198025.88332599954,220.24641421387742
1776191271,5000,,Aggregated,1027.300000,1027.300000,1600,1800,2000,2000,2400,2600,2800,5900,170000,196000,199000,220126,220126,1600,2494.5498227529365,99.07419699993625,199369.63135099906,220.018612067634
1776191273,5000,,Aggregated,1060.400000,1060.400000,1600,1800,2000,2000,2400,2600,2800,5900,172000,198000,201000,221815,221815,1600,2502.930824888896,99.07419699993625,200954.54840400087,219.57559227283997
1776191274,5000,,Aggregated,1066.000000,1066.000000,1700,1800,2000,2100,2400,2600,2900,5900,174000,199000,203000,222713,222713,1700,2513.053507965807,99.07419699993625,202804.8919289995,219.53775037828956
1776191276,5000,,Aggregated,1125.200000,1125.200000,1700,1800,2000,2100,2400,2600,2900,5900,174000,201000,204000,224447,224447,1700,2521.4521845426143,99.07419699993625,203981.54799000075,219.28506061564644
1776191277,5000,,Aggregated,1059.300000,1059.300000,1700,1900,2000,2100,2400,2700,2900,5800,176000,203000,206000,225970,225970,1700,2530.4108650814514,99.07419699993625,205855.95754099995,219.1858653803602
1776191279,5000,,Aggregated,1042.600000,1042.600000,1700,1900,2000,2100,2400,2700,2900,5800,177000,204000,208000,227973,227973,1700,2541.1851254855364,99.07419699993625,207553.28023499897,218.96779881828112
1776191280,5000,,Aggregated,1057.300000,1057.300000,1700,1900,2000,2100,2400,2700,2900,5700,177000,206000,209000,229140,229140,1700,2542.810387549039,99.07419699993625,208917.8022010001,218.86652264990835
1776191282,5000,,Aggregated,1121.600000,1121.500000,1700,1900,2000,2100,2500,2700,2900,5600,179000,206000,210000,230756,230756,1700,2550.2488082730692,99.07419699993625,210189.0127279985,218.65534157291685
1776191284,5000,,Aggregated,1048.500000,1048.500000,1700,1900,2000,2100,2500,2700,3000,5600,179000,208000,212000,231869,231869,1700,2562.920049452908,99.07419699993625,212016.407703999,218.75689721351281
1776191285,5000,,Aggregated,951.800000,951.800000,1700,1900,2000,2100,2500,2700,3100,5500,180000,210000,213000,234087,234087,1700,2573.8375032769854,99.07419699993625,213225.02801000155,218.588148850641
1776191290,5000,,Aggregated,861.400000,861.400000,1700,1900,2000,2100,2500,2700,3100,5500,182000,212000,216000,236140,236140,1700,2580.530457469515,99.07419699993625,215559.08407000062,218.5544380452274
1776191291,5000,,Aggregated,682.700000,682.800000,1700,1900,2000,2200,2500,2700,3100,5400,183000,213000,216000,237517,237517,1700,2590.503334074412,99.07419699993625,216319.66861299952,218.68263745331913
1776191293,5000,,Aggregated,713.400000,713.400000,1700,1900,2000,2200,2500,2800,3100,5300,185000,216000,218000,239633,239633,1700,2598.5939966331252,99.07419699993625,217896.8756109989,218.63393606055928
1776191295,5000,,Aggregated,760.700000,760.700000,1700,1900,2000,2200,2600,2800,3100,5100,186000,216000,221000,241833,241833,1700,2606.6936199153674,99.07419699993625,220581.3821949996,218.65579139323418
1776191296,5000,,Aggregated,776.400000,776.400000,1700,1900,2000,2200,2600,2800,3100,5100,187000,218000,222000,242518,242518,1700,2616.899529704626,99.07419699993625,221774.08627200022,218.76376598850393
1776191298,5000,,Aggregated,760.600000,760.600000,1700,1900,2000,2200,2600,2800,3100,5000,187000,220000,223000,244573,244573,1700,2623.631248271237,99.07419699993625,222998.02938200082,218.72950407444813
1776191299,5000,,Aggregated,819.500000,819.500000,1700,1900,2000,2200,2600,2800,3100,4900,187000,220000,223000,245786,245786,1700,2622.7290308111856,99.07419699993625,222998.02938200082,218.5370078035364
1776191301,5000,,Aggregated,1051.000000,1051.000000,1700,1900,2100,2200,2600,2800,3100,4900,190000,223000,227000,248016,248016,1700,2639.9991062803792,99.07419699993625,226730.28422999958,218.72748935552545
1776191303,5000,,Aggregated,1053.100000,1053.100000,1700,1900,2100,2200,2600,2800,3200,4800,190000,225000,228000,250217,250217,1700,2642.366793449482,99.07419699993625,228252.716392999,218.48714915453385
1776191305,5000,,Aggregated,1067.100000,1067.100000,1700,1900,2100,2200,2600,2800,3200,4800,193000,227000,230000,251551,251551,1700,2657.2237991746415,99.07419699993625,229733.18581399872,218.70412759241665
1776191306,5000,,Aggregated,1058.400000,1058.400000,1700,1900,2100,2300,2600,2800,3200,4800,194000,229000,232000,253712,253712,1700,2665.892339022326,99.07419699993625,231701.72644500053,218.56228321876773
1776191308,5000,,Aggregated,1038.300000,1038.300000,1700,1900,2100,2300,2600,2900,3200,4800,193000,229000,232000,254379,254379,1700,2666.195259635322,99.07419699993625,231701.72644500053,218.41397285153255
1776191309,5000,,Aggregated,1074.200000,1074.200000,1700,1900,2100,2300,2600,2900,3200,4700,194000,230000,233000,256722,256722,1700,2675.0751613892403,99.07419699993625,233343.06566599844,218.65862294622198
1776191311,5000,,Aggregated,980.600000,980.600000,1700,1900,2100,2300,2700,2900,3200,4700,196000,232000,235000,258117,258117,1700,2684.363952147802,99.07419699993625,235190.04571999903,218.77165781409207
1776191312,5000,,Aggregated,1022.600000,1022.600000,1700,1900,2100,2300,2700,2900,3200,4600,198000,233000,237000,259750,259750,1700,2693.0158767693947,99.07419699993625,237147.7223009988,218.49772858517807
1776191314,5000,,Aggregated,1078.100000,1078.100000,1700,1900,2100,2300,2700,2900,3200,4600,199000,235000,239000,260867,260867,1700,2703.102951908933,99.07419699993625,238678.83455099945,218.7539014133639
1776191316,5000,,Aggregated,1040.400000,1040.400000,1700,1900,2100,2300,2700,2900,3200,4500,201000,237000,241000,263175,263175,1700,2711.049076711495,99.07419699993625,240832.07419700013,218.50251733637313
1776191317,5000,,Aggregated,1100.200000,1100.200000,1700,1900,2100,2300,2700,2900,3200,4500,201000,239000,242000,265275,265275,1700,2717.59424336923,99.07419699993625,242253.19363900053,218.29940627650552
1776191319,5000,,Aggregated,1027.200000,1027.200000,1700,2000,2100,2300,2700,2900,3200,4500,203000,241000,244000,266589,266589,1700,2726.0042848383487,99.07419699993625,243691.85938699957,218.26509345846978
1776191321,5000,,Aggregated,1089.600000,1089.600000,1700,2000,2200,2300,2700,2900,3200,4400,204000,242000,246000,268970,268970,1700,2734.4013001338976,99.07419699993625,245657.13275800046,218.0080492248206
1776191325,5000,,Aggregated,872.300000,872.300000,1800,2000,2200,2300,2700,3000,3200,4400,206000,244000,247000,271073,271073,1800,2742.133376115001,99.07419699993625,247249.69508800132,217.5721152604649
1776191326,5000,,Aggregated,810.300000,810.300000,1800,2000,2200,2300,2700,3000,3200,4300,206000,244000,247000,271602,271602,1800,2742.5441382174445,99.07419699993625,247249.69508800132,217.46387729103614
1776191328,5000,,Aggregated,696.500000,696.500000,1800,2000,2200,2400,2700,3000,3200,4200,208000,246000,250000,273494,273494,1800,2750.6133035131356,99.07419699993625,249573.42473400058,217.47565942945732
1776191330,5000,,Aggregated,799.700000,799.700000,1800,2000,2200,2400,2700,3000,3200,4100,208000,247000,251000,275383,275383,1800,2759.0004975564684,99.07419699993625,251365.08623199916,217.5669558396851
1776191332,5000,,Aggregated,795.200000,795.200000,1800,2000,2200,2400,2800,3000,3200,4100,210000,250000,252000,277304,277304,1800,2767.2972161717144,99.07419699993625,252345.3769810003,217.33787828520323
1776191333,5000,,Aggregated,728.300000,728.300000,1800,2000,2200,2400,2800,3000,3200,4000,212000,251000,254000,279164,279164,1800,2776.5235014360705,99.07419699993625,254052.3342889992,217.35701236549124
1776191335,5000,,Aggregated,937.800000,937.800000,1800,2000,2200,2400,2800,3000,3300,4000,213000,252000,256000,281097,281097,1800,2786.6523764547615,99.07419699993625,256112.36386400013,217.5152669718994
1776191337,5000,,Aggregated,1101.100000,1101.100000,1800,2000,2200,2400,2800,3000,3300,4000,216000,254000,257000,282831,282831,1800,2797.4608963923715,99.07419699993625,257287.9976510012,217.4043227227567
